tournament,date,home,away,home_score,away_score,home_hits,away_hits,home_errors,away_errors,stadium,location,duration,game_id
U-23 Baseball European Championship B Pool 2024 - Group Switzerland,2024-08-05 18:30:00,Switzerland,Israel,3,12,5,9,2,1,Zürich Heerenschürli Baseball,Zürich,2:56,143153
U-23 Baseball European Championship B Pool 2024 - Group Switzerland,2024-08-06 13:30:00,Belgium,Poland,15,1,16,5,1,2,Zürich Heerenschürli Baseball,Zürich,1:50,143154
U-23 Baseball European Championship B Pool 2024 - Group Switzerland,2024-08-06 18:00:00,Lithuania,Israel,0,15,2,8,4,0,Zürich Heerenschürli Baseball,Zürich,2:02,143155
U-23 Baseball European Championship B Pool 2024 - Group Switzerland,2024-08-07 13:30:00,Israel,Poland,9,2,13,6,1,2,Zürich Heerenschürli Baseball,Zürich,2:17,143156
U-23 Baseball European Championship B Pool 2024 - Group Switzerland,2024-08-07 18:00:00,Belgium,Switzerland,2,11,3,7,2,0,Zürich Heerenschürli Baseball,Zürich,2:25,143157
U-23 Baseball European Championship B Pool 2024 - Group Switzerland,2024-08-08 13:30:00,Israel,Belgium,7,1,8,4,0,1,Zürich Heerenschürli Baseball,Zürich,1:53,143158
U-23 Baseball European Championship B Pool 2024 - Group Switzerland,2024-08-08 18:00:00,Switzerland,Lithuania,11,10,10,7,4,3,Zürich Heerenschürli Baseball,Zürich,2:23,143159
U-23 Baseball European Championship B Pool 2024 - Group Switzerland,2024-08-09 13:30:00,Lithuania,Belgium,2,13,6,13,1,2,Zürich Heerenschürli Baseball,Zürich,2:34,143160
U-23 Baseball European Championship B Pool 2024 - Group Switzerland,2024-08-09 18:00:00,Poland,Switzerland,10,11,12,12,1,4,Zürich Heerenschürli Baseball,Zürich,2:40,143161
U-23 Baseball European Championship B Pool 2024 - Group Switzerland,2024-08-10 13:30:00,Israel,Switzerland,5,0,7,0,1,0,Zürich Heerenschürli Baseball,Zürich,2:00,143162
U-23 Baseball European Championship B Pool 2024 - Group Hungary,2024-08-06 11:00:00,Austria,Slovakia,4,1,6,6,0,1,Óbuda,Budapest,1:58,143141
U-23 Baseball European Championship B Pool 2024 - Group Hungary,2024-08-06 17:00:00,Croatia,Hungary,1,9,4,9,3,0,Óbuda,Budapest,2:26,143142
U-23 Baseball European Championship B Pool 2024 - Group Hungary,2024-08-07 11:00:00,Slovakia,Croatia,4,6,9,7,4,3,Óbuda,Budapest,2:40,143143
U-23 Baseball European Championship B Pool 2024 - Group Hungary,2024-08-07 17:00:00,Ukraine,Hungary,7,5,8,5,2,1,Óbuda,Budapest,1:52,143144
U-23 Baseball European Championship B Pool 2024 - Group Hungary,2024-08-08 11:00:00,Austria,Ukraine,5,10,8,9,4,2,Óbuda,Budapest,2:34,143145
U-23 Baseball European Championship B Pool 2024 - Group Hungary,2024-08-08 17:00:00,Hungary,Slovakia,7,4,10,4,2,3,Óbuda,Budapest,2:10,143146
U-23 Baseball European Championship B Pool 2024 - Group Hungary,2024-08-09 11:00:00,Ukraine,Croatia,12,1,6,6,1,5,Óbuda,Budapest,2:00,143147
U-23 Baseball European Championship B Pool 2024 - Group Hungary,2024-08-09 17:00:00,Hungary,Austria,3,5,7,7,0,1,Óbuda,Budapest,2:19,143148
U-23 Baseball European Championship B Pool 2024 - Group Hungary,2024-08-10 11:00:00,Slovakia,Ukraine,6,4,9,5,2,3,Óbuda,Budapest,2:11,143149
U-23 Baseball European Championship B Pool 2024 - Group Hungary,2024-08-10 17:00:00,Croatia,Austria,2,8,6,7,7,1,Óbuda,Budapest,2:35,143150
U-23 Baseball European Championship B Pool 2024 - Group Hungary,2024-08-11 14:00:00,Ukraine,Austria,2,3,4,4,0,2,Óbuda,Budapest,2:13,143151
U-12 Baseball European Championship 2023 Qualifier,2023-07-03 11:00:00,Hungary,Poland,13,23,8,18,10,5,Oktomvri,Sofia,2:26,115668
U-12 Baseball European Championship 2023 Qualifier,2023-07-03 14:00:00,Slovakia,Ukraine,1,12,2,10,4,1,Oktomvri,Sofia,1:33,115669
U-12 Baseball European Championship 2023 Qualifier,2023-07-03 18:00:00,Bulgaria,Belgium,2,31,2,19,9,2,Oktomvri,Sofia,1:32,115670
U-12 Baseball European Championship 2023 Qualifier,2023-07-04 11:00:00,Belgium,Hungary,16,6,12,7,4,3,Oktomvri,Sofia,2:12,115671
U-12 Baseball European Championship 2023 Qualifier,2023-07-04 14:00:00,Poland,Slovakia,6,2,6,4,3,2,Oktomvri,Sofia,1:53,115672
U-12 Baseball European Championship 2023 Qualifier,2023-07-04 18:00:00,Ukraine,Bulgaria,17,0,7,1,2,5,Oktomvri,Sofia,1:11,115673
U-12 Baseball European Championship 2023 Qualifier,2023-07-05 11:00:00,Hungary,Ukraine,4,21,4,16,4,2,Oktomvri,Sofia,2:06,115674
U-12 Baseball European Championship 2023 Qualifier,2023-07-05 14:00:00,Belgium,Poland,13,3,6,2,2,6,Oktomvri,Sofia,2:03,115675
U-12 Baseball European Championship 2023 Qualifier,2023-07-05 18:00:00,Bulgaria,Slovakia,1,14,4,6,8,0,Oktomvri,Sofia,1:53,115676
U-12 Baseball European Championship 2023 Qualifier,2023-07-06 11:00:00,Ukraine,Belgium,5,4,7,10,4,0,Oktomvri,Sofia,1:55,115677
U-12 Baseball European Championship 2023 Qualifier,2023-07-06 14:00:00,Slovakia,Hungary,11,19,8,9,7,3,Oktomvri,Sofia,2:03,115678
U-12 Baseball European Championship 2023 Qualifier,2023-07-06 18:00:00,Bulgaria,Poland,5,20,5,6,7,3,Oktomvri,Sofia,1:48,115679
U-12 Baseball European Championship 2023 Qualifier,2023-07-07 11:00:00,Belgium,Slovakia,18,1,12,5,0,6,Oktomvri,Sofia,1:28,115680
U-12 Baseball European Championship 2023 Qualifier,2023-07-07 14:00:00,Poland,Ukraine,3,5,7,5,2,2,Oktomvri,Sofia,1:47,115681
U-12 Baseball European Championship 2023 Qualifier,2023-07-07 18:00:00,Hungary,Bulgaria,22,3,14,1,1,6,Oktomvri,Sofia,1:40,115682
U-12 Baseball European Championship 2023 Qualifier,2023-07-08 12:00:00,Ukraine,Belgium,13,2,8,1,2,2,Oktomvri,Sofia,1:41,115683
U-12 Baseball European Championship 2023,2023-07-05 10:30:00,Germany,Great Britain,15,5,13,5,0,3,Valenciennes Viperes,Valenciennes,2:03,115776
U-12 Baseball European Championship 2023,2023-07-05 13:00:00,Netherlands,Austria,9,3,11,4,1,2,Valenciennes Viperes,Valenciennes,1:48,115777
U-12 Baseball European Championship 2023,2023-07-05 16:30:00,Czechia,Lithuania,25,1,20,2,0,5,Valenciennes Viperes,Valenciennes,1:11,115778
U-12 Baseball European Championship 2023,2023-07-05 18:40:00,Italy,France,11,4,8,7,3,5,Valenciennes Viperes,Valenciennes,2:05,115779
U-12 Baseball European Championship 2023,2023-07-06 10:30:00,Netherlands,Lithuania,24,0,17,0,0,5,Valenciennes Viperes,Valenciennes,1:04,115780
U-12 Baseball European Championship 2023,2023-07-06 13:00:00,Austria,Czechia,0,24,2,17,2,1,Valenciennes Viperes,Valenciennes,1:15,115781
U-12 Baseball European Championship 2023,2023-07-06 15:30:00,Italy,Great Britain,24,2,13,2,2,1,Valenciennes Viperes,Valenciennes,1:30,115782
U-12 Baseball European Championship 2023,2023-07-06 18:00:00,France,Germany,4,19,4,15,2,1,Valenciennes Viperes,Valenciennes,2:10,115783
U-12 Baseball European Championship 2023,2023-07-07 10:30:00,Lithuania,Austria,0,25,1,16,10,3,Valenciennes Viperes,Valenciennes,1:45,115784
U-12 Baseball European Championship 2023,2023-07-07 13:00:00,Czechia,Netherlands,18,8,17,8,1,3,Valenciennes Viperes,Valenciennes,2:03,115785
U-12 Baseball European Championship 2023,2023-07-07 15:30:00,Germany,Italy,10,22,11,20,5,2,Valenciennes Viperes,Valenciennes,2:24,115786
U-12 Baseball European Championship 2023,2023-07-07 18:00:00,Great Britain,France,1,11,6,8,4,1,Valenciennes Viperes,Valenciennes,2:14,115787
U-12 Baseball European Championship 2023,2023-07-08 10:00:00,Austria,Great Britain,11,8,16,11,1,3,Valenciennes Viperes,Valenciennes,1:46,115788
U-12 Baseball European Championship 2023,2023-07-08 12:30:00,France,Lithuania,19,0,13,0,0,5,Valenciennes Viperes,Valenciennes,1:14,115789
U-12 Baseball European Championship 2023,2023-07-08 15:00:00,Italy,Netherlands,9,14,11,15,4,4,Valenciennes Viperes,Valenciennes,3:09,115790
U-12 Baseball European Championship 2023,2023-07-08 17:30:00,Czechia,Germany,6,11,10,15,1,3,Valenciennes Viperes,Valenciennes,2:10,115791
U-12 Baseball European Championship 2023,2023-07-09 09:00:00,Great Britain,Lithuania,12,16,13,15,6,3,Valenciennes Viperes,Valenciennes,2:26,115792
U-12 Baseball European Championship 2023,2023-07-09 11:30:00,France,Austria,17,1,14,3,1,3,Valenciennes Viperes,Valenciennes,1:28,115793
U-12 Baseball European Championship 2023,2023-07-09 14:00:00,Czechia,Italy,7,11,5,12,1,5,Valenciennes Viperes,Valenciennes,2:36,115794
U-12 Baseball European Championship 2023,2023-07-09 16:30:00,Germany,Netherlands,3,2,5,2,0,2,Valenciennes Viperes,Valenciennes,1:43,115795
U-18 Baseball European Championship Qualifier 2023 - Pool 1 (SUI),2023-07-10 13:30:00,Lithuania,Ukraine,2,13,1,9,3,2,Zürich Heerenschürli Baseball,Zürich,2:30,115699
U-18 Baseball European Championship Qualifier 2023 - Pool 1 (SUI),2023-07-10 18:00:00,Sweden,Switzerland,11,1,11,3,2,4,Zürich Heerenschürli Baseball,Zürich,2:14,115700
U-18 Baseball European Championship Qualifier 2023 - Pool 1 (SUI),2023-07-11 13:30:00,Hungary,Ukraine,9,0,10,5,1,5,Zürich Heerenschürli Baseball,Zürich,2:14,115701
U-18 Baseball European Championship Qualifier 2023 - Pool 1 (SUI),2023-07-11 18:00:00,Switzerland,Lithuania,6,12,5,10,1,2,Zürich Heerenschürli Baseball,Zürich,3:05,115702
U-18 Baseball European Championship Qualifier 2023 - Pool 1 (SUI),2023-07-12 13:30:00,Hungary,Lithuania,5,8,6,6,0,2,Zürich Heerenschürli Baseball,Zürich,,115703
U-18 Baseball European Championship Qualifier 2023 - Pool 1 (SUI),2023-07-13 13:30:00,Sweden,Hungary,10,8,10,8,2,3,Zürich Heerenschürli Baseball,Zürich,2:21,115705
U-18 Baseball European Championship Qualifier 2023 - Pool 1 (SUI),2023-07-13 18:00:00,Ukraine,Switzerland,21,11,13,12,1,2,Zürich Heerenschürli Baseball,Zürich,2:52,115706
U-18 Baseball European Championship Qualifier 2023 - Pool 1 (SUI),2023-07-14 10:00:00,Ukraine,Sweden,2,3,5,4,2,0,Zürich Heerenschürli Baseball,Zürich,1:49,115704
U-18 Baseball European Championship Qualifier 2023 - Pool 1 (SUI),2023-07-14 14:00:00,Lithuania,Sweden,7,6,10,11,3,3,Zürich Heerenschürli Baseball,Zürich,2:38,115707
U-18 Baseball European Championship Qualifier 2023 - Pool 1 (SUI),2023-07-14 18:00:00,Switzerland,Hungary,4,14,9,10,2,2,Zürich Heerenschürli Baseball,Zürich,2:38,115708
U-18 Baseball European Championship Qualifier 2023 - Pool 1 (SUI),2023-07-15 13:30:00,Lithuania,Sweden,0,18,2,13,4,0,Zürich Heerenschürli Baseball,Zürich,1:34,115709
U-15 Baseball European Championship 2023,2023-07-18 10:00:00,Czechia,Hungary,13,3,13,2,1,1,Baseballový klub STU Angels Trnava,Trnava,2:23,115684
U-15 Baseball European Championship 2023,2023-07-18 13:30:00,Italy,Germany,7,6,4,8,1,0,Baseballový klub STU Angels Trnava,Trnava,2:36,115685
U-15 Baseball European Championship 2023,2023-07-18 17:00:00,Slovakia,France,0,16,2,12,3,0,Baseballový klub STU Angels Trnava,Trnava,1:24,115686
U-15 Baseball European Championship 2023,2023-07-19 10:00:00,Italy,Hungary,16,6,15,6,4,2,Baseballový klub STU Angels Trnava,Trnava,2:46,115687
U-15 Baseball European Championship 2023,2023-07-19 13:30:00,Germany,Czechia,2,12,8,7,3,1,Baseballový klub STU Angels Trnava,Trnava,,115688
U-15 Baseball European Championship 2023,2023-07-19 17:00:00,France,Netherlands,9,13,11,11,2,2,Baseballový klub STU Angels Trnava,Trnava,3:03,115689
U-15 Baseball European Championship 2023,2023-07-20 10:00:00,Hungary,Germany,1,22,1,13,6,0,Baseballový klub STU Angels Trnava,Trnava,1:58,115690
U-15 Baseball European Championship 2023,2023-07-20 13:30:00,Czechia,Italy,7,10,9,11,2,3,Baseballový klub STU Angels Trnava,Trnava,3:01,115691
U-15 Baseball European Championship 2023,2023-07-20 17:00:00,Netherlands,Slovakia,17,2,16,1,0,2,Baseballový klub STU Angels Trnava,Trnava,1:38,115692
U-15 Baseball European Championship 2023,2023-07-21 10:00:00,Slovakia,Hungary,4,8,6,7,5,1,Baseballový klub STU Angels Trnava,Trnava,2:17,115693
U-15 Baseball European Championship 2023,2023-07-21 13:30:00,Netherlands,Czechia,13,9,7,10,0,3,Baseballový klub STU Angels Trnava,Trnava,3:13,115694
U-15 Baseball European Championship 2023,2023-07-21 17:00:00,Italy,France,10,9,12,11,4,4,Baseballový klub STU Angels Trnava,Trnava,2:46,115695
U-15 Baseball European Championship 2023,2023-07-22 10:00:00,Slovakia,Germany,0,22,0,20,4,0,Baseballový klub STU Angels Trnava,Trnava,1:19,115696
U-15 Baseball European Championship 2023,2023-07-22 13:30:00,France,Czechia,6,20,8,14,9,4,Baseballový klub STU Angels Trnava,Trnava,2:40,115697
U-15 Baseball European Championship 2023,2023-07-22 17:00:00,Netherlands,Italy,14,4,10,6,2,1,Baseballový klub STU Angels Trnava,Trnava,2:18,115698
U-18 Baseball European Championship Qualifier 2023 - Pool 2 (IRL),2023-07-27 13:00:00,Slovakia,Poland,0,5,7,5,5,2,International Baseball Centre of Ashbourne,Archerstown,2:05,117835
U-18 Baseball European Championship Qualifier 2023 - Pool 2 (IRL),2023-07-27 18:00:00,Croatia,Ireland,12,2,11,3,1,4,International Baseball Centre of Ashbourne,Archerstown,2:09,117837
U-18 Baseball European Championship Qualifier 2023 - Pool 2 (IRL),2023-07-28 13:00:00,Poland,Croatia,4,3,9,3,3,0,International Baseball Centre of Ashbourne,Archerstown,1:53,117838
U-18 Baseball European Championship Qualifier 2023 - Pool 2 (IRL),2023-07-28 18:00:00,Slovakia,Ireland,13,3,12,3,1,1,International Baseball Centre of Ashbourne,Archerstown,2:13,117840
U-18 Baseball European Championship Qualifier 2023 - Pool 2 (IRL),2023-07-29 11:00:00,Croatia,Slovakia,14,4,13,3,1,5,International Baseball Centre of Ashbourne,Archerstown,2:10,117841
U-18 Baseball European Championship Qualifier 2023 - Pool 2 (IRL),2023-07-29 16:00:00,Ireland,Poland,5,21,6,16,2,0,International Baseball Centre of Ashbourne,Archerstown,2:38,117842
U-18 Baseball European Championship Qualifier 2023 - Pool 2 (IRL),2023-07-30 10:30:00,Poland,Croatia,2,5,7,5,0,3,International Baseball Centre of Ashbourne,Archerstown,1:43,117843
U-23 Baseball European Championship 2023,2023-08-08 10:00:00,Italy,France,7,0,6,3,0,1,Ducksfield,Wiener Neustadt,1:47,117846
U-23 Baseball European Championship 2023,2023-08-08 14:30:00,Germany,Belgium,5,1,10,3,2,1,Ducksfield,Wiener Neustadt,2:07,117847
U-23 Baseball European Championship 2023,2023-08-08 16:00:00,Great Britain,Czechia,8,3,9,7,0,1,Batsfield,Schwechat,2:22,117848
U-23 Baseball European Championship 2023,2023-08-08 19:30:00,Netherlands,Austria,8,1,10,2,1,0,Ducksfield,Wiener Neustadt,2:22,117849
U-23 Baseball European Championship 2023,2023-08-09 10:00:00,France,Germany,8,3,6,4,0,2,Ducksfield,Wiener Neustadt,2:08,117850
U-23 Baseball European Championship 2023,2023-08-09 14:30:00,Czechia,Netherlands,1,2,1,5,1,0,Ducksfield,Wiener Neustadt,2:11,117851
U-23 Baseball European Championship 2023,2023-08-09 16:00:00,Italy,Belgium,14,4,8,5,0,2,Batsfield,Schwechat,2:18,117852
U-23 Baseball European Championship 2023,2023-08-09 19:30:00,Great Britain,Austria,10,4,10,5,2,4,Ducksfield,Wiener Neustadt,2:46,117853
U-23 Baseball European Championship 2023,2023-08-10 10:00:00,Netherlands,Great Britain,1,0,2,2,1,0,Ducksfield,Wiener Neustadt,1:53,117854
U-23 Baseball European Championship 2023,2023-08-10 14:30:00,Germany,Italy,13,3,8,4,3,6,Ducksfield,Wiener Neustadt,2:57,117855
U-23 Baseball European Championship 2023,2023-08-10 16:00:00,Belgium,France,0,8,3,8,1,0,Batsfield,Schwechat,2:24,117856
U-23 Baseball European Championship 2023,2023-08-10 19:30:00,Austria,Czechia,0,5,2,4,2,1,Ducksfield,Wiener Neustadt,2:08,117858
U-23 Baseball European Championship 2023,2023-08-11 10:00:00,Netherlands,France,6,5,11,6,2,3,Ducksfield,Wiener Neustadt,2:41,117859
U-23 Baseball European Championship 2023,2023-08-11 14:30:00,Germany,Great Britain,5,6,5,6,5,2,Ducksfield,Wiener Neustadt,2:29,117860
U-23 Baseball European Championship 2023,2023-08-11 16:00:00,Czechia,Belgium,3,1,4,8,0,1,Batsfield,Schwechat,2:21,117861
U-23 Baseball European Championship 2023,2023-08-11 19:30:00,Italy,Austria,11,2,8,3,1,5,Ducksfield,Wiener Neustadt,2:40,117862
U-23 Baseball European Championship 2023,2023-08-12 10:00:00,Italy,Czechia,11,7,7,8,2,0,Batsfield,Schwechat,3:06,117863
U-23 Baseball European Championship 2023,2023-08-12 14:30:00,Austria,Belgium,6,2,11,6,0,1,Ducksfield,Wiener Neustadt,2:27,117864
U-23 Baseball European Championship 2023,2023-08-12 14:30:00,Germany,France,0,5,3,9,0,1,Batsfield,Schwechat,2:13,117865
U-23 Baseball European Championship 2023,2023-08-12 19:00:00,Great Britain,Netherlands,5,23,1,7,4,2,Ducksfield,Wiener Neustadt,3:11,117866
Baseball European Championship 2023,2023-09-24 11:00:00,Israel,Switzerland,14,1,12,3,0,1,Eagles Prague,Prague,2:43,115942
Baseball European Championship 2023,2023-09-24 11:00:00,Croatia,Ukraine,11,1,15,5,0,3,MBS Brno,Brno-jih-Komárov,2:07,115944
Baseball European Championship 2023,2023-09-24 11:00:00,Italy,Hungary,15,2,13,5,0,4,Třebíč Na Hvězdě,Třebíč,2:43,115946
Baseball European Championship 2023,2023-09-24 11:00:00,Spain,Greece,14,1,15,4,0,2,Arrows Park Ostrava,Ostrava-Poruba,2:20,115948
Baseball European Championship 2023,2023-09-24 17:30:00,Belgium,Germany,4,15,5,17,2,1,Eagles Prague,Prague,2:44,115943
Baseball European Championship 2023,2023-09-24 17:30:00,Netherlands,France,9,0,11,3,0,2,MBS Brno,Brno-jih-Komárov,2:57,115945
Baseball European Championship 2023,2023-09-24 17:30:00,Great Britain,Sweden,4,0,5,5,0,1,Třebíč Na Hvězdě,Třebíč,2:50,115947
Baseball European Championship 2023,2023-09-24 18:00:00,Czechia,Austria,9,0,13,4,1,1,Arrows Park Ostrava,Ostrava-Poruba,2:52,115949
Baseball European Championship 2023,2023-09-25 11:00:00,Belgium,Switzerland,2,7,6,12,0,0,Eagles Prague,Prague,2:45,115950
Baseball European Championship 2023,2023-09-25 11:00:00,Ukraine,Netherlands,3,16,6,18,2,1,MBS Brno,Brno-jih-Komárov,3:03,115952
Baseball European Championship 2023,2023-09-25 11:00:00,Great Britain,Hungary,22,3,9,4,0,2,Třebíč Na Hvězdě,Třebíč,2:10,115954
Baseball European Championship 2023,2023-09-25 11:00:00,Austria,Spain,1,13,7,12,2,1,Arrows Park Ostrava,Ostrava-Poruba,2:36,115956
Baseball European Championship 2023,2023-09-25 17:30:00,Croatia,France,1,3,6,5,0,1,MBS Brno,Brno-jih-Komárov,2:45,115953
Baseball European Championship 2023,2023-09-25 17:30:00,Sweden,Italy,8,3,7,5,1,0,Třebíč Na Hvězdě,Třebíč,2:40,115955
Baseball European Championship 2023,2023-09-25 17:40:00,Czechia,Greece,14,0,11,3,0,2,Arrows Park Ostrava,Ostrava-Poruba,2:08,115957
Baseball European Championship 2023,2023-09-25 20:00:00,Germany,Israel,2,0,4,6,2,0,Eagles Prague,Prague,2:59,115951
Baseball European Championship 2023,2023-09-26 11:00:00,Israel,Belgium,11,8,10,5,0,2,Eagles Prague,Prague,3:00,115958
Baseball European Championship 2023,2023-09-26 11:00:00,France,Ukraine,10,0,17,5,0,1,MBS Brno,Brno-jih-Komárov,2:03,115960
Baseball European Championship 2023,2023-09-26 11:00:00,Hungary,Sweden,7,17,9,18,6,3,Třebíč Na Hvězdě,Třebíč,2:57,115962
Baseball European Championship 2023,2023-09-26 11:00:00,Greece,Austria,11,6,16,13,0,3,Arrows Park Ostrava,Ostrava-Poruba,3:04,115964
Baseball European Championship 2023,2023-09-26 17:30:00,Switzerland,Germany,5,15,11,15,3,2,Eagles Prague,Prague,3:45,115959
Baseball European Championship 2023,2023-09-26 17:30:00,Netherlands,Croatia,15,2,17,6,0,1,MBS Brno,Brno-jih-Komárov,2:03,115961
Baseball European Championship 2023,2023-09-26 17:30:00,Italy,Great Britain,10,11,11,12,2,1,Třebíč Na Hvězdě,Třebíč,4:10,115963
Baseball European Championship 2023,2023-09-26 17:40:00,Spain,Czechia,9,0,14,2,1,0,Arrows Park Ostrava,Ostrava-Poruba,2:33,115965
Baseball European Championship 2023,2023-09-28 10:00:00,Switzerland,Austria,9,2,14,3,0,3,Hroši Brno,Brno-Jundrov,2:38,115968
Baseball European Championship 2023,2023-09-28 12:00:00,Italy,Ukraine,15,0,15,3,0,1,Třebíč Na Hvězdě,Třebíč,2:00,115967
Baseball European Championship 2023,2023-09-28 12:00:00,Germany,France,6,5,9,10,0,0,Olympia Blansko,Blansko,3:45,115970
Baseball European Championship 2023,2023-09-28 12:00:00,Spain,Sweden,18,3,18,4,0,1,MBS Brno,Brno-jih-Komárov,2:09,115973
Baseball European Championship 2023,2023-09-28 15:00:00,Greece,Belgium,4,5,5,9,2,0,Hroši Brno,Brno-Jundrov,2:55,115969
